cycle,capacity
1.0,1.8353491942234077
2.0,1.8352625275821128
3.0,1.8346455082120419
4.0,1.8356616600675495
5.0,1.8351461429226603
6.0,1.8257567905665537
7.0,1.8247738529891333
8.0,1.824613268496936
9.0,1.8246195526864504
10.0,1.8142019357673917
11.0,1.8137521577549054
12.0,1.8134404914735822
13.0,1.8025980036306504
14.0,1.80210690024615
15.0,1.802579500826209
16.0,1.8030683142834096
17.0,1.8027776247196041
18.0,1.8470259949329193
19.0,1.847417311283644
20.0,1.8361774213478947
21.0,1.8257807475776242
22.0,1.8251136435078368
23.0,1.8255815042203762
24.0,1.8140311275083907
25.0,1.8147691941158939
26.0,1.813969388710352
27.0,1.802765665167823
28.0,1.804077040117352
29.0,1.8518025516704486
30.0,1.8307038456739428
31.0,1.8199041089501267
32.0,1.8093079637028517
33.0,1.80460990458052
34.0,1.7993770651972192
35.0,1.7884432335370462
36.0,1.7829230484252723
37.0,1.7730337158018288
38.0,1.773037755078937
39.0,1.7678721106662054
40.0,1.7623150704093087
41.0,1.7676172924938447
42.0,1.762668359743147
43.0,1.7517304870664143
44.0,1.7418496047960008
45.0,1.7360913511847138
46.0,1.7936240148573608
47.0,1.7831890223273275
48.0,1.7673642076278957
49.0,1.7570177850353066
50.0,1.7468706179837907
51.0,1.7417172507457144
52.0,1.7364225056478186
53.0,1.7263217239235826
54.0,1.7158065389330133
55.0,1.710533351135192
56.0,1.706014499648521
57.0,1.7003110272642588
58.0,1.6945798601797895
59.0,1.6849029086609286
60.0,1.6744741591159717
61.0,1.6745692479879102
62.0,1.663716375981405
63.0,1.659013868748246
64.0,1.6538540573335014
65.0,1.642653782130131
66.0,1.6378578430223698
67.0,1.6327350407099108
68.0,1.6277528915533617
69.0,1.622125485521159
70.0,1.6113256603765849
71.0,1.6065631397488385
72.0,1.6015142233917594
73.0,1.590369231400328
74.0,1.5857889968242211
75.0,1.5849430707374117
76.0,1.5955263892495937
77.0,1.5747301747801037
78.0,1.5649019950937946
79.0,1.5597659473370362
80.0,1.5594815668184234
81.0,1.55468935359061
82.0,1.5488741079890418
83.0,1.538236598942558
84.0,1.527914258251028
85.0,1.5285252629756445
86.0,1.522647325284378
87.0,1.5174859938489869
88.0,1.5638491446744425
89.0,1.5480915247767786
90.0,1.5323755631868592
91.0,1.5269528268489705
92.0,1.5169573017136326
93.0,1.5118975960142693
94.0,1.5065638960681105
95.0,1.5015453526671363
96.0,1.4908444050400238
97.0,1.485868384561201
98.0,1.480413677976106
99.0,1.4752095869031632
100.0,1.4859035988304024
101.0,1.4960918298136696
102.0,1.4808005946928984
103.0,1.4697543268466824
104.0,1.4539012274845928
105.0,1.4541462067235693
106.0,1.455023751906683
107.0,1.449042163761236
108.0,1.4386709371480566
109.0,1.433445432156979
110.0,1.4333958900838095
111.0,1.42806487344776
112.0,1.4229203181741186
113.0,1.417429032731308
114.0,1.412409228794446
115.0,1.412578792940193
116.0,1.4075983731469897
117.0,1.4333920485221476
118.0,1.4382550176792908
119.0,1.4173547174485526
120.0,1.406981663677643
121.0,1.4012037783587625
122.0,1.3967008232726328
123.0,1.391284788852726
124.0,1.3862287677978349
125.0,1.3804366761974138
126.0,1.3752364150256224
127.0,1.3705128024895008
128.0,1.3705085566270399
129.0,1.3647355108681518
130.0,1.375392016895762
131.0,1.3861115151535393
132.0,1.3698500035838939
133.0,1.3647827949260758
134.0,1.3543220466259964
135.0,1.3546417018378962
136.0,1.3547039213192407
137.0,1.349314997503458
138.0,1.3441891937970554
139.0,1.3389913790695755
140.0,1.3389145230206971
141.0,1.3340066759761655
142.0,1.3286444309174914
143.0,1.3231708992276219
144.0,1.3181691588445197
145.0,1.3184664436640334
146.0,1.318293040102702
147.0,1.323872422244268
148.0,1.3601216766554785
149.0,1.3395306867947354
150.0,1.3290286565120697
151.0,1.3236741274998955
152.0,1.318633896753293
153.0,1.3134751321324272
154.0,1.3132020634442203
155.0,1.3077959946944353
156.0,1.3030329186405918
157.0,1.3033573559038205
158.0,1.3034100438655642
159.0,1.2978870806495706
160.0,1.2980735056918902
161.0,1.293463613844243
162.0,1.288003392619118
163.0,1.2874525221379407
164.0,1.3090153642307354
165.0,1.3250793286429356
