cycle,capacity
1.0,2.013326371345464
2.0,2.0132846655407413
3.0,2.000528337624771
4.0,2.0138990759931645
5.0,2.013101105626967
6.0,1.9687898262728398
7.0,1.9681661764334244
8.0,1.9572307917560536
9.0,1.9455991514129352
10.0,1.9347505044841131
11.0,1.9232799539368028
12.0,1.911889930948487
13.0,1.9010667141979305
14.0,1.8891989948061458
15.0,1.878278372248849
16.0,1.8675697161520206
17.0,1.8675892574453767
18.0,1.979626548250818
19.0,1.9575499080884022
20.0,1.9458150170787551
21.0,1.9242461121680094
22.0,1.9459811331421641
23.0,1.901407930553079
24.0,1.878674213680085
25.0,1.8683061328264219
26.0,1.8560244070082998
27.0,1.8451997961855777
28.0,1.857228890885317
29.0,1.9247760889090635
30.0,1.8822317526092551
31.0,1.855276687885587
32.0,1.8392508917181876
33.0,1.8185396073994429
34.0,1.8134770059567056
35.0,1.7971018450305436
36.0,1.7810046294120476
37.0,1.7710130422682329
38.0,1.7604712448170943
39.0,1.7502913788006587
40.0,1.7394925037732578
41.0,1.7546766553637203
42.0,1.7659390941842175
43.0,1.7337887419624838
44.0,1.713325912040734
45.0,1.7024077813673466
46.0,1.82371946178183
47.0,1.8081284050314708
48.0,1.7757610945034283
49.0,1.7447409841836798
50.0,1.729207034132373
51.0,1.7081086552553244
52.0,1.6975954237461768
53.0,1.6820634524029463
54.0,1.6714768322295086
55.0,1.6607591387047655
56.0,1.651121015038069
57.0,1.6401349256190927
58.0,1.6291999416165441
59.0,1.6088496302961666
60.0,1.6035244898969248
61.0,1.5989712144027983
62.0,1.5876273123575604
63.0,1.5829719744686166
64.0,1.567137636713563
65.0,1.5613446139713882
66.0,1.5511711892790419
67.0,1.5406741606295171
68.0,1.5253138744624433
69.0,1.5301570318067428
70.0,1.5246566834474087
71.0,1.5145492986655427
72.0,1.509391504602082
73.0,1.5039974333050705
74.0,1.4935201918040188
75.0,1.4876323024497422
76.0,1.5302876214401704
77.0,1.5040760088360112
78.0,1.4887593608730894
79.0,1.4782779285546637
80.0,1.478459982215684
81.0,1.473214844899973
82.0,1.4675164935067897
83.0,1.4516292657521335
84.0,1.4519237720967177
85.0,1.4471484694777745
86.0,1.4468538105659885
87.0,1.4416741930284678
88.0,1.5463902376915637
89.0,1.51470559175661
90.0,1.4989786083335404
91.0,1.4831110745410492
92.0,1.4729664825468278
93.0,1.4627604396099307
94.0,1.4518364681062514
95.0,1.4468670644030392
96.0,1.441380399427779
97.0,1.431210744960774
98.0,1.4260247179525716
99.0,1.420487649966195
100.0,1.4207006230355006
101.0,1.452255804330839
102.0,1.431557632772571
103.0,1.415015751158943
104.0,1.4097311506517451
105.0,1.404917318129309
106.0,1.395164296571563
107.0,1.3945343832614077
108.0,1.3893171179312644
109.0,1.3838379472327809
110.0,1.3736814238195123
111.0,1.3786059891863676
112.0,1.3737600299108574
113.0,1.3682580583942712
114.0,1.3633024037317505
115.0,1.3580966140172601
116.0,1.353269090999531
117.0,1.3841605738237488
118.0,1.4051467790651473
119.0,1.378719022627353
120.0,1.3682657783199066
121.0,1.3573151296618016
122.0,1.3524934638801596
123.0,1.3474099151661236
124.0,1.3370075130842318
125.0,1.3312352966718526
126.0,1.3259303781727643
127.0,1.321578743867529
128.0,1.321225074066109
129.0,1.3156485301862682
130.0,1.3209025697502388
131.0,1.3474328767273906
132.0,1.3260128072353616
133.0,1.3101186784831063
134.0,1.30521620229393
135.0,1.3004061951355774
136.0,1.300235735841116
137.0,1.2895066722480755
138.0,1.279253057384795
139.0,1.2792078171714618
140.0,1.274036760902923
141.0,1.2741273923001468
142.0,1.2637639426440779
143.0,1.2581373688955233
144.0,1.253259864055301
145.0,1.2532313315493426
146.0,1.2480874960313577
147.0,1.2534354284944844
148.0,1.2898048773266901
149.0,1.2635402021758835
150.0,1.2479761706842853
151.0,1.2321202877943334
152.0,1.2271137666213534
153.0,1.2217397581377356
154.0,1.211102678915174
155.0,1.2056159765131735
156.0,1.2008936262717274
157.0,1.1905903985558335
158.0,1.185179251041941
159.0,1.1796706818144624
160.0,1.1745952836753915
161.0,1.15381833159625
162.0,1.1644009557372264
163.0,1.1587974947916069
164.0,1.1749748834769171
165.0,1.1856752327929356
