cycle,capacity
1.0,2.035337591005598
2.0,2.0251402460314116
3.0,2.013326371345464
4.0,2.0132846655407413
5.0,2.000528337624771
6.0,2.0138990759931645
7.0,2.013101105626967
8.0,1.9687898262728398
9.0,1.9681661764334244
10.0,1.9572307917560536
11.0,1.9455991514129352
12.0,1.9347505044841131
13.0,1.9232799539368028
14.0,1.911889930948487
15.0,1.9010667141979305
16.0,1.8891989948061458
17.0,1.878278372248849
18.0,1.8675697161520206
19.0,1.8675892574453767
20.0,1.979626548250818
21.0,1.9575499080884022
22.0,1.9458150170787551
23.0,1.9242461121680094
24.0,1.9459811331421641
25.0,1.901407930553079
26.0,1.878674213680085
27.0,1.8683061328264219
28.0,1.8560244070082998
29.0,1.8451997961855777
30.0,1.857228890885317
31.0,1.9247760889090635
32.0,1.8822317526092551
33.0,1.855276687885587
34.0,1.8392508917181876
35.0,1.8185396073994429
36.0,1.8134770059567056
37.0,1.7971018450305436
38.0,1.7810046294120476
39.0,1.7710130422682329
40.0,1.7604712448170943
41.0,1.7502913788006587
42.0,1.7394925037732578
43.0,1.7546766553637203
44.0,1.7659390941842175
45.0,1.7337887419624838
46.0,1.713325912040734
47.0,1.7024077813673466
48.0,1.82371946178183
49.0,1.8081284050314708
50.0,1.7757610945034283
51.0,1.7447409841836798
52.0,1.729207034132373
53.0,1.7081086552553244
54.0,1.6975954237461768
55.0,1.6820634524029463
56.0,1.6714768322295086
57.0,1.6607591387047655
58.0,1.651121015038069
59.0,1.6401349256190927
60.0,1.6291999416165441
61.0,1.6088496302961666
62.0,1.6035244898969248
63.0,1.5989712144027983
64.0,1.5876273123575604
65.0,1.5829719744686166
66.0,1.567137636713563
67.0,1.5613446139713882
68.0,1.5511711892790419
69.0,1.5406741606295171
70.0,1.5253138744624433
71.0,1.5301570318067428
72.0,1.5246566834474087
73.0,1.5145492986655427
74.0,1.509391504602082
75.0,1.5039974333050705
76.0,1.4935201918040188
77.0,1.4876323024497422
78.0,1.5302876214401704
79.0,1.5040760088360112
80.0,1.4887593608730894
81.0,1.4782779285546637
82.0,1.478459982215684
83.0,1.473214844899973
84.0,1.4675164935067897
85.0,1.4516292657521335
86.0,1.4519237720967177
87.0,1.4471484694777745
88.0,1.4468538105659885
89.0,1.4416741930284678
90.0,1.5935866593100128
91.0,1.5463902376915637
92.0,1.51470559175661
93.0,1.4989786083335404
94.0,1.4831110745410492
95.0,1.4729664825468278
96.0,1.4627604396099307
97.0,1.4518364681062514
98.0,1.4468670644030392
99.0,1.441380399427779
100.0,1.431210744960774
101.0,1.4260247179525716
102.0,1.420487649966195
103.0,1.4207006230355006
104.0,1.452255804330839
105.0,1.431557632772571
106.0,1.415015751158943
107.0,1.4097311506517451
108.0,1.404917318129309
109.0,1.395164296571563
110.0,1.3945343832614077
111.0,1.3893171179312644
112.0,1.3838379472327809
113.0,1.3736814238195123
114.0,1.3786059891863676
115.0,1.3737600299108574
116.0,1.3682580583942712
117.0,1.3633024037317505
118.0,1.3580966140172601
119.0,1.353269090999531
120.0,1.3841605738237488
121.0,1.4051467790651473
122.0,1.378719022627353
123.0,1.3682657783199066
124.0,1.3573151296618016
125.0,1.3524934638801596
126.0,1.3474099151661236
127.0,1.3370075130842318
128.0,1.3312352966718526
129.0,1.3259303781727643
130.0,1.321578743867529
131.0,1.321225074066109
132.0,1.3156485301862682
133.0,1.3209025697502388
134.0,1.3474328767273906
135.0,1.3260128072353616
136.0,1.3101186784831063
137.0,1.30521620229393
138.0,1.3004061951355774
139.0,1.300235735841116
140.0,1.2895066722480755
141.0,1.279253057384795
142.0,1.2792078171714618
143.0,1.274036760902923
144.0,1.2741273923001468
145.0,1.2637639426440779
146.0,1.2581373688955233
147.0,1.253259864055301
148.0,1.2532313315493426
149.0,1.2480874960313577
150.0,1.2534354284944844
151.0,1.2898048773266901
152.0,1.2635402021758835
153.0,1.2479761706842853
154.0,1.2321202877943334
155.0,1.2271137666213534
156.0,1.2217397581377356
157.0,1.211102678915174
158.0,1.2056159765131735
159.0,1.2008936262717274
160.0,1.1905903985558335
161.0,1.185179251041941
162.0,1.1796706818144624
163.0,1.1745952836753915
164.0,1.15381833159625
165.0,1.1644009557372264
166.0,1.1587974947916069
167.0,1.1749748834769171
168.0,1.1856752327929356
